date,close,volume,open,high,low,stock_name
2022-11-23,98.82,17568860.0,97.34,99.07,97.34,Google
2022-11-22,97.33,18868850.0,96.16,97.55,94.41,Google
2022-11-21,95.83,18696870.0,97.56,98.72,95.67,Google
2022-11-18,97.8,24969880.0,99.01,99.16,96.74,Google
2022-11-17,98.5,21818730.0,97.18,99.48,97.1,Google
2022-11-16,98.99,24660200.0,98.02,99.85,97.9,Google
2022-11-15,98.72,31830970.0,98.67,100.42,97.02,Google
2022-11-14,96.03,24170080.0,95.5,97.18,95.11,Google
2022-11-11,96.73,30569110.0,94.71,97.36,94.16,Google
2022-11-10,94.17,42371220.0,92.34,94.55,91.65,Google
2022-11-09,87.4,26743880.0,88.55,89.49,87.36,Google
2022-11-08,88.91,30172000.0,89.16,90.41,87.65,Google
2022-11-07,88.65,26899880.0,87.34,88.94,86.96,Google
2022-11-04,86.7,40173280.0,85.51,86.73,83.88,Google
2022-11-03,83.49,48510360.0,86.35,86.55,83.45,Google
2022-11-02,87.07,43553550.0,90.91,91.3,87.01,Google
2022-11-01,90.5,43220600.0,95.59,96.17,90.43,Google
2022-10-31,94.66,29868710.0,95.78,96.35,94.38,Google
2022-10-28,96.58,35696930.0,92.53,96.86,92.32,Google
2022-10-27,92.6,54036490.0,94.31,95.17,91.9,Google
2022-10-26,94.82,71671810.0,96.76,98.54,94.57,Google
2022-10-25,104.93,29910170.0,103.3,105.1,103.02,Google
2022-10-24,102.97,24680830.0,102.09,103.1,100.3,Google
2022-10-21,101.48,28988730.0,98.46,101.62,98.23,Google
2022-10-20,100.53,25125080.0,100.82,103.0,99.97,Google
2022-10-19,100.29,21573690.0,100.7,101.66,99.64,Google
2022-10-18,101.39,21610540.0,103.94,104.22,100.65,Google
2022-10-17,100.78,23311600.0,99.52,101.77,99.51,Google
2022-10-14,97.18,22624830.0,100.63,101.29,97.03,Google
2022-10-13,99.71,32812220.0,95.93,100.53,95.27,Google
2022-10-12,98.3,17343430.0,98.27,99.65,97.67,Google
2022-10-11,98.05,21617730.0,98.25,100.12,97.25,Google
2022-10-10,98.71,16529900.0,99.85,99.99,97.87,Google
2022-10-07,99.57,24249910.0,100.65,101.42,99.21,Google
2022-10-06,102.24,17156240.0,101.5,103.73,101.5,Google
2022-10-05,102.22,18475520.0,100.69,102.74,99.74,Google
2022-10-04,102.41,22580930.0,101.04,102.72,101.04,Google
2022-10-03,99.3,24840030.0,97.22,99.97,97.02,Google
2022-09-30,96.15,26277830.0,97.73,99.49,96.03,Google
2022-09-29,98.09,21921520.0,99.3,99.3,96.52,Google
2022-09-28,100.74,24617000.0,98.02,101.4,97.8,Google
2022-09-27,98.09,24224990.0,99.91,100.46,97.34,Google
2022-09-26,98.81,22437940.0,98.61,100.44,98.38,Google
2022-09-23,99.17,25656960.0,100.06,100.11,98.01,Google
2022-09-22,100.57,21272680.0,99.45,101.68,99.41,Google
2022-09-21,100.01,26596760.0,102.24,103.49,99.99,Google
2022-09-20,101.83,24001670.0,102.88,103.17,101.12,Google
2022-09-19,103.85,19738600.0,102.54,104.02,102.37,Google
2022-09-16,103.63,64540120.0,102.97,104.03,101.86,Google
2022-09-15,103.9,26494930.0,105.01,106.21,103.31,Google
2022-09-14,105.87,22115810.0,105.44,106.1,104.5,Google
2022-09-13,105.31,33014990.0,108.89,109.37,105.0,Google
2022-09-12,111.87,19732910.0,111.99,112.64,110.93,Google
2022-09-09,111.78,21745030.0,110.05,112.0,110.0,Google
2022-09-08,109.42,21660650.0,109.18,110.58,108.06,Google
2022-09-07,110.48,22987180.0,107.76,110.99,107.62,Google
2022-09-06,107.48,20565050.0,108.14,108.88,106.51,Google
2022-09-02,108.68,20618080.0,111.34,111.68,108.13,Google
2022-09-01,110.55,22784390.0,109.2,111.22,108.19,Google
2022-08-31,109.15,25897980.0,111.63,111.77,109.05,Google
2022-08-30,109.91,20548200.0,111.03,111.37,108.8,Google
2022-08-29,110.34,20386140.0,110.78,111.96,109.81,Google
2022-08-26,111.3,31698670.0,115.81,116.6,111.22,Google
2022-08-25,117.7,14874670.0,115.15,117.78,115.05,Google
2022-08-24,114.7,16051170.0,114.45,115.72,113.78,Google
2022-08-23,114.77,14390690.0,114.32,115.93,114.3,Google
2022-08-22,115.07,19316020.0,116.1,116.5,114.67,Google
2022-08-19,118.12,20186980.0,119.87,120.0,117.67,Google
2022-08-18,120.86,15652030.0,120.23,121.69,119.55,Google
2022-08-17,120.32,17589160.0,120.93,122.15,120.2,Google
2022-08-16,122.51,15626170.0,122.32,123.23,121.54,Google
2022-08-15,122.88,15524950.0,122.21,123.26,121.57,Google
2022-08-12,122.65,16121090.0,121.16,122.65,120.4,Google
2022-08-11,119.82,16671630.0,122.08,122.34,119.55,Google
2022-08-10,120.65,20497020.0,119.59,121.78,119.36,Google
2022-08-09,117.5,15424260.0,117.99,118.2,116.56,Google
2022-08-08,118.14,17061110.0,119.12,120.86,117.83,Google
2022-08-05,118.22,15615660.0,116.93,118.86,116.71,Google
2022-08-04,118.87,15757700.0,118.3,119.5,117.71,Google
2022-08-03,118.78,25302820.0,116.34,119.42,116.15,Google
2022-08-02,115.9,17911040.0,114.43,117.08,114.26,Google
2022-08-01,115.48,22856200.0,115.53,117.12,114.69,Google
2022-07-29,116.64,31336180.0,113.4,116.9,113.23,Google
2022-07-28,114.59,23303840.0,112.8,114.7,111.85,Google
2022-07-27,113.6,41474620.0,109.6,114.4,108.42,Google
2022-07-26,105.44,36626630.0,107.43,107.74,104.76,Google
2022-07-25,108.21,28289940.0,108.88,110.58,107.01,Google
2022-07-22,108.36,44455300.0,111.81,113.18,107.6,Google
2022-07-21,115.04,27267850.0,115.09,115.21,111.91,Google
2022-07-20,114.7,26780090.0,114.06,116.33,113.26,Google
2022-07-19,114.62,30992330.0,111.73,114.81,110.5,Google
2022-07-18,109.91,33353990.0,113.44,114.8,109.3,Google
2022-07-15,112.77,34330760.0,112.96,114.0,111.82,Google
2022-07-14,111.44,32365540.0,110.83,111.99,109.33,Google
2022-07-13,112.19,38958860.0,112.64,115.16,111.82,Google
2022-07-12,114.85,24970160.0,116.84,117.85,114.62,Google
2022-07-11,116.52,26830460.0,118.65,118.79,116.23,Google
2022-07-08,120.17,29082200.0,117.55,120.44,117.51,Google
2022-07-07,119.31,32183940.0,116.01,119.86,115.53,Google
2022-07-06,115.21,28852680.0,114.09,116.35,112.25,Google
2022-07-05,113.89,36429380.0,107.51,114.05,106.25,Google
2022-07-01,109.08,31027880.0,108.34,109.81,107.11,Google
2022-06-30,109.37,38046040.0,110.5,111.33,107.31,Google
2022-06-29,112.26,18627860.0,112.15,113.66,111.55,Google
2022-06-28,112.57,28316220.0,116.35,117.86,112.44,Google
2022-06-27,116.62,32839300.0,118.94,119.25,116.0,Google
2022-06-24,118.54,39122760.0,113.6,118.64,113.6,Google
2022-06-23,112.68,24709720.0,112.95,113.2,111.03,Google
2022-06-22,112.03,23921720.0,111.16,113.77,110.72,Google
2022-06-21,112.02,39010280.0,109.7,112.67,109.29,Google
2022-06-17,107.87,43516660.0,106.54,109.25,105.63,Google
2022-06-16,106.64,35313240.0,108.15,109.29,105.79,Google
2022-06-15,110.39,33192020.0,108.9,112.06,108.12,Google
2022-06-14,107.19,25480940.0,106.89,108.46,106.35,Google
2022-06-13,106.88,36756200.0,107.45,109.22,106.59,Google
2022-06-10,111.43,31349740.0,112.78,113.5,110.86,Google
2022-06-09,114.92,23141600.0,116.34,118.35,114.87,Google
2022-06-08,117.24,22544260.0,116.88,118.65,116.7,Google
2022-06-07,117.23,26413540.0,115.65,117.75,115.13,Google
2022-06-06,117.01,23786720.0,116.74,119.4,116.53,Google
2022-06-03,114.56,24952080.0,115.99,116.36,113.67,Google
2022-06-02,117.75,27495400.0,114.19,117.9,113.31,Google
2022-06-01,114.14,28629280.0,114.93,117.4,113.55,Google
2022-05-31,114.04,51301920.0,113.08,116.43,112.57,Google
2022-05-27,112.8,29924420.0,109.79,112.87,109.55,Google
2022-05-26,108.3,30287480.0,106.05,108.96,105.49,Google
2022-05-25,105.84,37899340.0,105.14,106.54,104.21,Google
2022-05-24,105.93,60386380.0,106.38,106.4,102.21,Google
2022-05-23,111.67,31558220.0,110.1,112.01,109.15,Google
2022-05-20,109.31,37586020.0,112.09,112.55,106.37,Google
2022-05-19,110.75,29191740.0,111.84,113.59,110.47,Google
2022-05-18,112.4,27982760.0,115.24,115.7,112.14,Google
2022-05-17,116.7,21576080.0,117.23,117.23,115.34,Google
2022-05-16,114.79,23282380.0,115.38,116.61,114.34,Google
2022-05-13,116.52,29737560.0,114.85,118.09,114.0,Google
2022-05-12,113.16,41464880.0,111.94,114.86,110.11,Google
2022-05-11,113.96,36501640.0,113.71,116.67,113.65,Google
2022-05-10,114.58,31157780.0,116.04,116.69,113.38,Google
2022-05-09,113.08,34520960.0,113.3,115.56,112.55,Google
2022-05-06,115.66,35309480.0,115.52,117.5,114.14,Google
2022-05-05,116.75,43089040.0,120.22,121.23,115.18,Google
2022-05-04,122.58,33231460.0,118.0,123.14,115.74,Google
2022-05-03,118.13,21215740.0,116.77,119.3,116.63,Google
2022-05-02,117.16,30279640.0,113.91,117.34,113.4,Google
2022-04-29,114.97,33693100.0,117.58,118.96,114.69,Google
2022-04-28,119.41,36790940.0,117.12,120.44,115.14,Google
2022-04-27,115.02,62238120.0,114.37,117.5,113.12,Google
2022-04-26,119.51,49393040.0,122.75,122.75,119.16,Google
2022-04-25,123.25,34521800.0,119.43,123.28,118.77,Google
2022-04-22,119.61,46410300.0,125.0,125.45,119.14,Google
2022-04-21,124.94,30157540.0,129.35,130.31,124.65,Google
2022-04-20,128.25,22609380.0,131.28,131.92,127.89,Google
2022-04-19,130.53,22719300.0,128.08,130.9,127.45,Google
2022-04-18,127.96,14917200.0,127.41,128.71,126.58,Google
2022-04-14,127.25,23483360.0,130.65,130.71,127.11,Google
2022-04-13,130.29,19542960.0,128.63,130.66,128.44,Google
2022-04-12,128.37,23003220.0,132.42,132.42,127.58,Google
2022-04-11,129.8,24187340.0,132.9,132.94,129.62,Google
2022-04-08,134.01,16434480.0,136.25,136.25,133.75,Google
2022-04-07,136.47,19448540.0,136.62,137.7,134.86,Google
2022-04-06,137.18,23574600.0,139.16,139.85,136.42,Google
2022-04-05,141.06,19255560.0,143.4,143.59,140.94,Google
2022-04-04,143.64,19084900.0,140.82,144.04,140.82,Google
2022-04-01,140.7,23480020.0,140.01,140.95,138.8,Google
2022-03-31,139.65,29516320.0,142.45,142.64,139.62,Google
2022-03-30,142.64,21046380.0,142.87,143.48,142.17,Google
2022-03-29,143.25,28678420.0,143.16,144.16,142.48,Google
2022-03-28,141.95,23773080.0,140.68,141.98,139.83,Google
2022-03-25,141.52,19289080.0,141.75,141.96,139.7,Google
2022-03-24,141.31,20544720.0,139.27,141.4,138.04,Google
2022-03-23,138.5,25302320.0,139.14,140.03,138.17,Google
2022-03-22,140.28,29776860.0,136.5,141.5,136.5,Google
2022-03-21,136.48,26632460.0,136.85,137.58,134.61,Google
2022-03-18,136.8,45899700.0,133.88,136.91,132.93,Google
2022-03-17,134.6,23994380.0,133.32,134.74,132.72,Google
2022-03-16,133.69,32058200.0,131.0,133.77,129.2,Google
2022-03-15,129.66,30292600.0,127.74,130.52,126.57,Google
2022-03-14,126.74,30253860.0,130.57,131.03,126.41,Google
2022-03-11,130.48,26599800.0,134.0,134.2,130.3,Google
2022-03-10,132.68,24265200.0,131.46,133.54,131.4,Google
2022-03-09,133.87,32257440.0,131.4,134.2,130.09,Google
2022-03-08,127.28,35249560.0,126.25,131.25,125.86,Google
2022-03-07,126.46,39177900.0,131.9,131.9,126.41,Google
2022-03-04,132.12,24472240.0,133.38,134.2,130.41,Google
2022-03-03,134.31,19779300.0,135.98,136.71,133.43,Google
2022-03-02,134.75,23966740.0,134.61,135.62,133.43,Google
2022-03-01,134.17,24639920.0,134.48,136.11,133.38,Google
2022-02-28,134.89,29675680.0,133.28,135.64,132.83,Google
2022-02-25,134.52,26235860.0,133.53,135.39,131.77,Google
2022-02-24,132.67,43165080.0,125.0,133.04,124.76,Google
2022-02-23,127.59,26431280.0,131.08,131.75,127.5,Google
2022-02-22,129.4,38906580.0,129.99,131.9,127.74,Google
2022-02-18,130.47,31858600.0,133.04,133.82,130.31,Google
2022-02-17,132.31,30968120.0,136.15,136.84,132.2,Google
2022-02-16,137.49,25609660.0,136.43,137.95,134.82,Google
2022-02-15,136.43,26577560.0,137.47,137.9,135.54,Google
2022-02-14,135.3,26792800.0,133.37,136.17,133.3,Google
2022-02-11,134.13,38808800.0,138.75,139.28,133.29,Google
2022-02-10,138.6,33017700.0,139.5,141.43,138.05,Google
2022-02-09,141.45,28627160.0,140.85,142.18,140.38,Google
2022-02-08,139.21,34255040.0,138.99,139.84,136.87,Google
2022-02-07,138.94,44610740.0,143.71,143.85,138.7,Google
2022-02-04,143.02,49224400.0,143.02,144.54,139.82,Google
2022-02-03,142.65,56930140.0,145.3,149.12,142.21,Google
2022-02-02,148.04,89750760.0,151.86,152.1,145.56,Google
2022-02-01,137.88,51203200.0,137.84,138.2,134.57,Google
2022-01-31,135.7,34055560.0,134.2,135.84,132.27,Google
2022-01-28,133.29,30517560.0,130.0,133.37,128.69,Google
2022-01-27,129.12,30285020.0,131.36,132.61,128.95,Google
2022-01-26,129.24,39630880.0,130.59,132.81,127.15,Google
2022-01-25,126.74,36008600.0,128.44,129.34,126.38,Google
2022-01-24,130.37,55292040.0,126.03,130.78,124.64,Google
2022-01-21,130.09,41919220.0,133.01,134.76,130.0,Google
2022-01-20,133.51,21930560.0,136.51,137.91,133.14,Google
2022-01-19,135.65,20795280.0,136.94,138.4,135.5,Google
2022-01-18,136.29,27401960.0,136.6,137.39,135.62,Google
2022-01-14,139.79,23825920.0,137.5,141.2,137.5,Google
2022-01-13,139.13,26565080.0,141.84,143.19,138.91,Google
2022-01-12,141.65,23641580.0,141.55,142.81,141.11,Google
2022-01-11,140.02,23501240.0,138.18,140.33,136.81,Google
2022-01-10,138.57,34095680.0,135.1,138.64,133.14,Google
2022-01-07,137.0,19408240.0,137.91,138.25,135.79,Google
2022-01-06,137.55,29049040.0,137.5,139.69,136.76,Google
2022-01-05,137.65,49641520.0,144.18,144.3,137.52,Google
2022-01-04,144.42,22927780.0,145.55,146.61,143.82,Google
2022-01-03,145.07,25224500.0,144.48,145.55,143.5,Google
2021-12-31,144.68,17297700.0,145.54,146.37,144.68,Google
2021-12-30,146.0,12977020.0,146.45,147.06,145.76,Google
2021-12-29,146.5,17024720.0,146.43,147.18,145.5,Google
2021-12-28,146.45,18635840.0,148.37,148.37,145.94,Google
2021-12-27,148.06,13259320.0,147.46,148.43,147.25,Google
2021-12-23,147.14,13818680.0,147.09,148.57,146.95,Google
2021-12-22,146.95,18440480.0,144.1,147.3,143.96,Google
2021-12-21,144.22,19551940.0,143.15,144.69,141.74,Google
2021-12-20,142.4,20263520.0,140.68,142.61,140.25,Google
2021-12-17,142.8,43404700.0,142.71,144.46,141.79,Google
2021-12-16,144.84,27399740.0,148.08,148.55,144.09,Google
2021-12-15,147.37,27280960.0,144.37,147.52,142.71,Google
2021-12-14,144.97,24778800.0,144.77,145.44,142.24,Google
2021-12-13,146.7,24103920.0,148.44,148.56,146.36,Google
2021-12-10,148.68,21638460.0,149.1,149.4,147.36,Google
2021-12-09,148.11,18580600.0,148.18,149.61,147.53,Google
2021-12-08,148.72,18963940.0,148.33,149.16,147.2,Google
2021-12-07,148.04,23258280.0,145.95,148.3,145.7,Google
2021-12-06,143.8,22197700.0,143.57,144.35,140.65,Google
2021-12-03,142.52,26687480.0,144.5,145.21,141.15,Google
2021-12-02,143.78,21250700.0,141.82,144.68,140.98,Google
2021-12-01,141.62,28545780.0,144.21,146.5,141.5,Google
2021-11-30,142.45,41590520.0,145.45,146.63,142.07,Google
2021-11-29,146.11,26276120.0,144.3,146.86,144.3,Google
2021-11-26,142.81,16992120.0,145.02,145.3,142.49,Google
2021-11-24,146.72,16464060.0,146.35,147.0,145.2,Google
2021-11-23,146.76,18133140.0,147.11,147.69,144.89,Google
2021-11-22,147.08,24627700.0,150.14,150.74,147.01,Google
2021-11-19,149.95,19782960.0,151.0,151.85,149.89,Google
2021-11-18,150.71,26682400.0,149.15,151.61,149.0,Google
2021-11-17,149.06,15290820.0,149.23,149.63,148.56,Google
2021-11-16,149.08,17254860.0,149.17,149.83,148.35,Google
2021-11-15,149.39,16247340.0,150.0,150.48,148.65,Google
2021-11-12,149.65,17047660.0,147.83,149.86,146.45,Google
2021-11-11,146.75,12463100.0,147.11,148.5,146.69,Google
2021-11-10,146.63,22708320.0,148.01,148.7,145.33,Google
2021-11-09,149.25,16875560.0,149.75,150.38,147.51,Google
2021-11-08,149.35,18388140.0,150.0,151.03,149.12,Google
2021-11-05,149.24,20408140.0,149.35,150.57,148.65,Google
2021-11-04,148.68,24700800.0,147.2,149.95,146.64,Google
2021-11-03,146.79,17886600.0,146.28,146.91,145.05,Google
2021-11-02,145.86,21150580.0,144.81,146.92,144.64,Google
2021-11-01,143.77,32272100.0,148.17,148.4,143.58,Google
2021-10-29,148.27,28954500.0,145.52,148.61,145.17,Google
2021-10-28,146.13,32418060.0,147.3,147.42,144.76,Google
2021-10-27,146.43,51850920.0,139.9,149.12,139.9,Google
2021-10-26,139.67,28258740.0,140.61,140.84,139.01,Google
2021-10-25,138.77,21081700.0,138.81,139.21,136.75,Google
2021-10-22,138.63,30182640.0,140.35,141.56,137.17,Google
2021-10-21,142.78,14849920.0,142.19,142.85,141.64,Google
2021-10-20,142.42,17939500.0,144.22,144.25,141.91,Google
2021-10-19,143.82,15315840.0,143.29,144.11,143.1,Google
2021-10-18,142.96,16567200.0,141.21,143.0,141.21,Google
2021-10-15,141.68,21253360.0,142.2,142.2,141.06,Google
2021-10-14,141.41,21437560.0,139.95,141.65,139.34,Google
2021-10-13,137.9,16393280.0,137.75,138.55,136.98,Google
2021-10-12,136.71,22535020.0,139.64,139.7,136.25,Google
2021-10-11,138.85,16584760.0,139.8,140.76,138.81,Google
2021-10-08,140.06,18928420.0,139.91,140.32,139.43,Google
2021-10-07,139.19,18250460.0,138.86,140.15,138.56,Google
2021-10-06,137.35,19764320.0,134.63,137.85,134.49,Google
2021-10-05,136.18,24126740.0,134.0,137.36,134.0,Google
2021-10-04,133.77,31529900.0,135.7,135.7,131.17,Google
2021-10-01,136.46,28387300.0,133.55,137.07,133.38,Google
2021-09-30,133.27,35363980.0,134.33,135.59,133.0,Google
2021-09-29,134.52,26337220.0,137.11,137.4,134.25,Google
2021-09-28,136.18,42189660.0,139.09,139.61,135.7,Google
2021-09-27,141.5,18844080.0,141.59,142.5,140.5,Google
2021-09-24,142.63,14949340.0,140.95,142.9,140.85,Google
2021-09-23,141.83,17276100.0,141.61,142.25,141.1,Google
2021-09-22,140.94,22067800.0,140.05,141.58,139.47,Google
2021-09-21,139.65,18129380.0,140.12,140.81,138.91,Google
2021-09-20,139.02,34917720.0,139.0,139.36,137.05,Google
2021-09-17,141.46,60039820.0,143.8,144.25,141.06,Google
2021-09-16,144.37,20298840.0,145.12,145.2,143.42,Google
2021-09-15,145.21,20653420.0,143.76,145.58,142.26,Google
2021-09-14,143.41,18919140.0,144.16,144.73,142.91,Google
2021-09-13,143.47,20175620.0,143.2,144.19,142.28,Google
2021-09-10,141.92,32896620.0,145.44,146.02,141.74,Google
2021-09-09,144.91,14798560.0,144.88,145.67,144.43,Google
2021-09-08,144.88,15491660.0,145.39,145.55,144.2,Google
2021-09-07,145.52,15172600.0,144.75,145.82,144.54,Google
2021-09-03,144.78,19110480.0,144.15,145.38,143.51,Google
2021-09-02,144.22,21855800.0,145.95,146.33,144.11,Google
2021-09-01,145.84,15824680.0,145.65,146.82,145.61,Google
2021-08-31,145.46,26756420.0,145.88,146.11,145.0,Google
2021-08-30,145.47,16915900.0,144.7,146.49,144.6,Google
2021-08-27,144.55,24568240.0,142.11,145.01,142.02,Google
2021-08-26,142.12,14922000.0,142.62,143.13,142.09,Google
2021-08-25,142.95,12843060.0,142.88,143.31,142.44,Google
2021-08-24,142.4,15126260.0,141.54,143.01,141.35,Google
2021-08-23,141.1,21089680.0,139.0,142.18,138.75,Google
2021-08-20,138.44,15566740.0,137.08,138.61,136.47,Google
2021-08-19,136.91,18295920.0,135.47,137.45,135.36,Google
2021-08-18,136.57,14934460.0,137.12,138.29,136.42,Google
2021-08-17,137.3,21274020.0,138.19,138.72,136.79,Google
2021-08-16,138.92,18050840.0,138.0,138.99,136.17,Google
2021-08-13,138.41,12580580.0,138.36,138.67,138.01,Google
2021-08-12,138.39,14649400.0,137.71,138.42,136.78,Google
2021-08-11,137.69,15209660.0,138.28,138.85,137.35,Google
2021-08-10,138.1,16039080.0,138.08,138.55,137.23,Google
2021-08-09,138.0,12379560.0,136.95,138.32,136.43,Google
2021-08-06,137.04,13565020.0,136.3,137.08,136.05,Google
2021-08-05,136.94,11871780.0,136.03,136.95,135.6,Google
2021-08-04,136.03,16527140.0,136.25,136.54,135.42,Google
2021-08-03,136.28,19064000.0,136.0,136.34,134.18,Google
2021-08-02,135.99,20140040.0,135.48,136.02,134.67,Google
2021-07-30,135.22,23954500.0,135.51,135.77,134.81,Google
2021-07-29,136.54,19283340.0,136.38,137.15,136.14,Google
2021-07-28,136.38,54688340.0,138.56,139.68,136.35,Google
2021-07-27,136.8,42163060.0,140.01,140.01,135.1,Google
2021-07-26,139.64,23052460.0,138.25,139.71,137.65,Google
2021-07-23,137.82,26377740.0,135.26,138.81,134.7,Google
2021-07-22,133.33,13608140.0,132.65,133.5,132.4,Google
2021-07-21,132.6,14741640.0,130.79,132.62,130.6,Google
2021-07-20,131.1,19083120.0,130.0,132.0,129.19,Google
2021-07-19,129.25,25709320.0,131.16,131.25,128.54,Google
2021-07-16,131.85,14861180.0,131.64,132.18,130.82,Google
2021-07-15,131.27,16586320.0,132.5,132.6,130.6,Google
2021-07-14,132.08,17918540.0,131.9,133.0,131.9,Google
2021-07-13,130.99,16617960.0,130.88,132.04,130.64,Google
2021-07-12,130.56,16950920.0,129.83,130.77,129.6,Google
2021-07-09,129.57,15109320.0,128.94,129.85,128.94,Google
2021-07-08,129.18,19779500.0,128.25,130.03,128.04,Google
2021-07-07,130.08,16683720.0,130.34,130.64,129.76,Google
2021-07-06,129.77,21350340.0,129.45,129.88,128.41,Google
2021-07-02,128.72,21165120.0,126.84,128.85,126.77,Google
2021-07-01,126.37,17124600.0,124.85,126.46,124.85,Google
2021-06-30,125.32,24009560.0,125.65,125.8,124.76,Google
2021-06-29,126.02,20949560.0,126.77,127.0,125.44,Google
2021-06-28,126.82,28110860.0,127.0,127.34,125.97,Google
2021-06-25,127.0,33485940.0,126.96,127.51,126.44,Google
2021-06-24,127.28,18933240.0,127.05,127.54,126.96,Google
2021-06-23,126.46,19693160.0,126.55,127.8,126.25,Google
2021-06-22,127.0,20986200.0,126.45,127.27,126.03,Google
2021-06-21,126.46,26256520.0,125.74,127.04,125.13,Google
2021-06-18,125.57,53306200.0,125.71,126.39,124.6,Google
2021-06-17,126.37,25755820.0,125.52,127.2,125.52,Google
2021-06-16,125.7,26316760.0,126.25,126.52,124.15,Google
2021-06-15,126.03,22182600.0,126.52,126.86,125.65,Google
2021-06-14,126.35,22550440.0,125.67,126.41,125.05,Google
2021-06-11,125.7,25246180.0,126.25,126.35,124.91,Google
2021-06-10,126.08,31234660.0,124.7,126.16,124.7,Google
2021-06-09,124.57,20126740.0,124.98,125.25,124.37,Google
2021-06-08,124.14,25065060.0,124.0,124.72,123.41,Google
2021-06-07,123.3,23849060.0,122.57,123.4,122.05,Google
2021-06-04,122.59,25948680.0,121.13,122.69,120.89,Google
2021-06-03,120.23,18345820.0,119.75,120.49,119.14,Google
2021-06-02,121.06,17162100.0,121.77,122.1,120.21,Google
2021-06-01,121.49,19165780.0,121.1,121.9,120.24,Google
2021-05-28,120.58,24107640.0,121.1,121.41,120.38,Google
2021-05-27,120.13,38962260.0,121.85,122.0,120.1,Google
2021-05-26,121.68,21856380.0,120.64,122.15,120.63,Google
2021-05-25,120.45,18838560.0,121.0,121.64,120.15,Google
2021-05-24,120.33,21243780.0,118.35,120.92,118.01,Google
2021-05-21,117.26,22832640.0,118.3,118.45,117.12,Google
2021-05-20,117.8,23831860.0,116.4,118.02,116.05,Google
2021-05-19,115.44,19350880.0,113.22,115.84,113.18,Google
2021-05-18,115.17,17302380.0,116.85,117.16,115.16,Google
2021-05-17,116.07,19835840.0,115.47,116.17,114.75,Google
2021-05-14,115.81,26624960.0,114.59,116.06,114.17,Google
2021-05-13,113.1,26670160.0,113.05,113.83,112.14,Google
2021-05-12,111.95,34933280.0,113.09,114.27,111.5,Google
2021-05-11,115.44,32110960.0,114.59,116.1,114.15,Google
2021-05-10,117.08,26005420.0,118.74,118.9,116.74,Google
2021-05-07,119.93,23277840.0,120.0,120.82,119.5,Google
2021-05-06,119.07,20617180.0,117.53,119.14,117.12,Google
2021-05-05,117.84,21805500.0,118.42,119.11,117.57,Google
2021-05-04,117.71,35120300.0,118.49,118.96,115.59,Google
2021-05-03,119.76,33787780.0,120.14,120.99,119.23,Google
2021-04-30,120.51,39142600.0,120.22,121.36,120.11,Google
2021-04-29,121.49,39553540.0,120.52,121.83,120.11,Google
2021-04-28,119.0,59728780.0,120.36,122.62,118.74,Google
2021-04-27,115.36,31971660.0,116.8,116.87,115.21,Google
2021-04-26,116.34,20833000.0,116.0,117.06,115.69,Google
2021-04-23,115.77,28703240.0,114.17,116.29,113.91,Google
2021-04-22,113.4,21096160.0,114.66,115.19,112.82,Google
2021-04-21,114.66,23934620.0,114.26,114.77,112.93,Google
2021-04-20,114.68,21774980.0,115.39,115.48,113.59,Google
2021-04-19,115.12,24688900.0,114.6,115.92,114.39,Google
2021-04-16,114.89,22601800.0,115.15,115.32,114.22,Google
2021-04-15,114.83,27472240.0,113.85,115.33,113.3,Google
2021-04-14,112.74,20219340.0,113.76,113.9,112.46,Google
2021-04-13,113.36,23316080.0,113.07,113.86,112.8,Google
2021-04-12,112.74,31317020.0,113.31,113.77,111.92,Google
2021-04-09,114.29,20887300.0,112.84,114.45,112.69,Google
2021-04-08,113.27,27165180.0,113.9,114.2,112.88,Google
2021-04-07,112.48,25797220.0,111.31,112.75,111.27,Google
2021-04-06,111.24,27060720.0,111.13,111.88,110.74,Google
2021-04-05,111.28,43297500.0,107.65,111.87,107.58,Google
2021-04-01,106.89,33979560.0,104.9,107.15,104.84,Google
2021-03-31,103.43,29198600.0,102.96,104.67,102.84,Google
2021-03-30,102.78,20735480.0,102.88,103.54,102.2,Google
2021-03-29,102.8,24595540.0,101.39,102.92,100.78,Google
2021-03-26,101.78,29876000.0,101.94,102.55,100.7,Google
2021-03-25,102.22,28378140.0,102.24,102.94,100.54,Google
2021-03-24,102.25,23080580.0,103.27,103.91,102.08,Google
2021-03-23,102.65,27339940.0,102.59,103.62,101.96,Google
2021-03-22,101.93,39096320.0,102.09,102.9,101.3,Google
2021-03-19,102.16,46297860.0,102.1,102.66,100.88,Google
2021-03-18,101.81,27248600.0,103.05,103.78,101.68,Google
2021-03-17,104.55,25980320.0,103.8,105.49,102.7,Google
2021-03-16,104.63,29831280.0,103.95,106.18,103.5,Google
2021-03-15,103.32,25966500.0,103.12,103.35,102.18,Google
2021-03-12,103.1,34515880.0,104.25,104.51,102.38,Google
2021-03-11,105.74,24781600.0,103.7,106.29,103.62,Google
2021-03-10,102.75,25371840.0,103.59,103.75,101.67,Google
2021-03-09,102.64,33946120.0,103.5,103.9,102.39,Google
2021-03-08,101.21,32948580.0,105.06,106.44,101.08,Google
2021-03-05,105.43,43904360.0,103.66,105.91,102.32,Google
